DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
05-Sep-2025,EQ,"1,582.40","1,599.30","1,575.50","1,582.30","1,592.90","1,593.60","1,588.21","1,960.35","1,553.05",1814479,"2,88,17,77,269.40",53060
04-Sep-2025,EQ,"1,597.00","1,597.00","1,561.00","1,578.70","1,581.00","1,582.30","1,574.22","1,960.35","1,553.05",2298657,"3,61,85,88,413.70",96595
03-Sep-2025,EQ,"1,562.10","1,581.10","1,558.30","1,565.20","1,579.90","1,578.70","1,572.65","1,960.35","1,553.05",2091370,"3,28,89,99,359.40",86241
02-Sep-2025,EQ,"1,566.00","1,570.30","1,558.00","1,563.30","1,564.70","1,565.20","1,563.86","1,960.35","1,553.05",2855840,"4,46,61,33,724.50",106657
01-Sep-2025,EQ,"1,599.00","1,600.20","1,556.20","1,594.50","1,564.00","1,563.30","1,566.60","1,960.35","1,553.05",9366820,"14,67,40,80,758.80",156372
29-Aug-2025,EQ,"1,581.00","1,601.70","1,575.80","1,585.70","1,595.70","1,594.50","1,592.22","1,960.35","1,553.05",3176534,"5,05,77,29,740.10",131996
28-Aug-2025,EQ,"1,593.10","1,600.00","1,567.60","1,600.30","1,587.90","1,585.70","1,580.01","1,960.35","1,553.05",4993739,"7,89,01,61,881.60",178923
26-Aug-2025,EQ,"1,645.00","1,647.40","1,596.20","1,656.70","1,601.20","1,600.30","1,609.85","1,960.35","1,553.05",4502371,"7,24,81,46,510.00",181857
25-Aug-2025,EQ,"1,649.20","1,660.50","1,634.00","1,641.80","1,658.00","1,656.70","1,648.53","1,960.35","1,553.05",1904984,"3,14,04,28,404.30",76383
22-Aug-2025,EQ,"1,642.00","1,651.40","1,635.10","1,640.20","1,639.50","1,641.80","1,644.95","1,960.35","1,553.05",2098310,"3,45,16,20,026.40",103869
21-Aug-2025,EQ,"1,630.80","1,652.50","1,623.90","1,633.10","1,642.50","1,640.20","1,640.52","1,960.35","1,553.05",1727099,"2,83,33,33,834.90",70216
20-Aug-2025,EQ,"1,634.00","1,636.50","1,616.00","1,626.60","1,635.00","1,633.10","1,627.27","1,960.35","1,553.05",1831706,"2,98,06,88,953.00",89768
19-Aug-2025,EQ,"1,632.80","1,638.00","1,619.10","1,632.70","1,638.00","1,626.60","1,625.73","1,960.35","1,553.05",2656391,"4,31,85,83,985.50",143744
18-Aug-2025,EQ,"1,649.60","1,649.60","1,625.40","1,641.40","1,632.10","1,632.70","1,633.61","1,960.35","1,553.05",3080173,"5,03,18,12,946.90",122031
14-Aug-2025,EQ,"1,639.80","1,651.10","1,632.20","1,639.80","1,638.60","1,641.40","1,639.72","1,960.35","1,553.05",1738094,"2,84,99,89,291.30",60185
13-Aug-2025,EQ,"1,624.20","1,643.50","1,617.30","1,622.20","1,640.90","1,639.80","1,634.96","1,960.35","1,553.05",1313668,"2,14,78,00,640.70",47081
12-Aug-2025,EQ,"1,611.70","1,636.70","1,610.10","1,608.40","1,626.50","1,622.20","1,623.85","1,960.35","1,553.05",1679088,"2,72,65,82,366.20",64939
11-Aug-2025,EQ,"1,586.90","1,660.00","1,584.20","1,586.90","1,611.70","1,608.40","1,603.12","1,960.35","1,553.05",1140902,"1,82,90,07,088.70",66080
08-Aug-2025,EQ,"1,590.00","1,602.00","1,580.90","1,598.40","1,587.80","1,586.90","1,588.74","1,960.35","1,553.05",1654424,"2,62,84,48,657.30",67799
07-Aug-2025,EQ,"1,581.00","1,605.40","1,571.00","1,595.20","1,599.50","1,598.40","1,586.24","1,960.35","1,553.05",3435674,"5,44,97,90,527.60",112526
06-Aug-2025,EQ,"1,629.70","1,629.70","1,591.00","1,632.10","1,593.50","1,595.20","1,610.41","1,960.35","1,553.05",2376257,"3,82,67,52,194.40",91874
05-Aug-2025,EQ,"1,640.90","1,644.60","1,620.10","1,641.60","1,631.90","1,632.10","1,629.69","1,960.35","1,553.05",1622897,"2,64,48,17,467.40",83135
04-Aug-2025,EQ,"1,629.80","1,647.40","1,613.60","1,629.70","1,638.40","1,641.60","1,633.68","1,960.35","1,553.05",1898762,"3,10,19,68,420.50",118559
01-Aug-2025,EQ,"1,690.00","1,695.00","1,608.00","1,706.70","1,629.30","1,629.70","1,633.46","1,960.35","1,553.05",8774548,"14,33,28,71,551.20",362608
